Task_ID,Season,Load_kW,Solar_Power,Wind_Power,Temperature_C,Humidity,Voltage_pu
0,Spring,502.7777617820851,209.568091347747,104.15274617766184,9.193708562689487,65.57928207822648,0.9905291295738964
0,Spring,401.62115178704414,321.6529581120768,173.16146271421212,11.484812128132514,52.73308560310255,0.9719760799728555
0,Spring,600.1544649742283,221.12399686598914,144.57568253623995,19.381090618313383,62.98500181016239,0.9580331119961812
0,Spring,488.1827621175778,127.76163283017526,197.72297789521724,8.741870502807345,56.80970805482021,0.9535574081035479
0,Spring,504.46349210031207,239.81295120384388,161.23047352449137,6.764851106466599,90.13576290952561,0.9438449235524968
0,Spring,458.5472913416671,184.8889463081395,165.95609481478888,16.597499541217644,46.15780509273632,0.9107146057833283
0,Spring,458.085757424558,241.85255549448078,165.36457885726415,17.190432839185554,50.382558625073294,0.9624325699303441
0,Spring,607.3243186311305,276.60144054590626,110.14864040785416,29.23629849444073,50.47883419922275,0.9271164340576373
0,Spring,495.1524369074222,101.12155028739087,163.2722045817285,7.261253063196237,86.99951745322974,0.9349603008642601
0,Spring,571.7383376852895,76.99328610664186,164.93464158997398,15.748606222078328,67.22677919233503,0.9293450785107213
0,Spring,469.8418831361239,162.35255782447865,183.02680201948587,17.703972777466536,51.84588894512482,0.987577398725903
0,Spring,466.3779142458909,181.2212044877249,144.34560006643184,15.231443264829466,59.007215856699204,1.003653746822666
0,Spring,442.15692772967583,245.53783532486452,112.56770798540069,13.78534880364924,67.54766323739044,0.9666938755754148
0,Spring,472.6159315620349,181.25066345936165,203.71267559941776,17.37776366318277,56.573919317223655,0.943783752120759
0,Spring,442.65982122340495,173.17172298827026,167.78261171312718,7.406397864290393,81.64836088515803,0.9360869876933507
0,Spring,458.33693854972546,233.30992389665695,193.18704475770812,17.669366464421216,70.66575193616302,0.9667447122556628
0,Spring,465.9489540697864,225.86570701386543,152.51391122442118,12.359710183846595,75.49630449376299,0.9943532737103127
0,Spring,589.9552192178,141.7719480068002,153.34575910039368,18.798164594934434,59.03870676461382,0.9350302902452148
0,Spring,460.934387766633,184.62923638036148,127.25872857407555,13.48190685845061,51.287822304746264,0.9094812338213211
0,Spring,388.3346815202881,224.42822289854297,112.6493883675356,16.106832756195804,63.55072044068092,0.9793394060394062
0,Spring,472.6232359174153,220.74136089120185,136.25410735739584,16.978093742019013,58.87119704811516,0.9762529403825471
0,Spring,502.33258023491703,144.67217301504695,128.1575895627215,10.330987020368953,77.30579352421309,0.9203940478574207
0,Spring,503.33152656184717,277.0664748065146,112.71597542982748,17.835871258224294,65.55957167458072,0.960100369588082
0,Spring,554.0382378080537,241.10028323873507,111.48039116631436,16.884517307442902,80.98376071662454,0.9591905852954604
0,Spring,460.5593393776558,217.67832899413276,154.5675371090048,12.948321991411659,64.76987595945089,0.9570376878917531
0,Spring,429.65259365839063,229.33459314659672,166.888168383472,12.405193886746778,56.53910128600247,0.9461921213889503
0,Spring,534.256461657041,237.38845210891793,150.98445656532002,20.894433746505968,54.034101337529464,0.9700148426691301
0,Spring,547.5161973521492,221.98341031003696,178.29429101685497,13.170523274579775,61.08467159714293,0.9413737597741736
0,Spring,547.2858329246108,222.45142534872667,157.9948318306999,13.915514666720355,58.08158778357229,0.9199365295621823
0,Spring,473.21399031686616,185.43936707119644,122.49331340148515,17.05927001780781,60.98412950871734,0.9140032736301946
0,Spring,575.6655118162112,174.3551633354198,176.9121934123254,17.362335473667784,62.274045386162676,0.9682439933286509
0,Spring,535.3467026850492,180.80292946625255,240.5190636948071,17.34238143083716,51.4499879299601,0.9583401599103823
0,Spring,464.2755624384755,97.42158151305958,184.6432913906508,7.07851572474437,71.95359352959896,0.9551061091644484
0,Spring,491.26132460006204,188.18546078711933,129.5442557904223,13.784218004706553,66.53834801166548,0.94541688080523
0,Spring,486.23032259498956,160.77993316026266,159.5566187643603,7.0726294385614645,70.63447533350642,0.9442294196609311
0,Spring,507.6412259130761,136.58453283747315,87.0674683178834,12.763366735590036,70.77306410061662,0.9296877423357053
0,Spring,539.456961906269,173.54955914524447,144.60450820643103,16.308951161476834,65.94893650344338,0.9389773827279003
0,Spring,415.52611168576254,219.94127426087567,141.20693974203522,8.528334823720197,75.14567638973115,0.9224115257640045
0,Spring,425.5288145883503,200.55747939035183,166.61221868789943,11.911296300484912,54.31700612526808,0.9463912562386615
0,Spring,538.684678491083,268.76455376872735,106.74832049368293,15.695010987290772,74.47286209177193,0.947252268427163
0,Spring,499.7072130677939,209.0498623522526,195.0707658697126,17.057673003402925,67.55444605507533,0.9643361999967772
0,Spring,585.2555212944308,237.58981540510914,118.76418308082955,16.187614991977693,75.0866699676814,0.946074707913812
0,Spring,470.98449179341577,192.03881149352864,167.8461222033756,10.314392543916611,63.717155254505464,0.9725878850181485
0,Spring,437.01327934784536,219.12498263039942,145.6668971353272,13.892733355175595,59.81795479516637,0.9877546448976965
0,Spring,671.3133641767668,167.7166318872331,121.00830427309451,18.192627098179873,94.88194339414657,0.9554887622721926
0,Spring,446.4888166064648,219.2740607760839,192.21932227417932,12.321333642377423,56.0761185387986,0.96874499297292
0,Spring,642.077154940962,235.53526436336094,118.9182335864906,17.07734439320906,77.12361553906167,0.9410759694733857
0,Spring,581.1105243671886,114.30382975260024,200.34770346126183,18.858312887746234,71.73470645519416,0.9190412780116428
0,Spring,512.3246151834037,179.5027481100772,182.39737255932482,15.682618763778335,48.7839347145064,0.9646766631815749
0,Spring,486.87725495013666,182.70164948344987,97.67901269656778,15.12641756294478,59.80260064628828,0.9881488251072376
0,Spring,525.4408476860526,226.43167381935086,140.07381938174018,6.036026782208612,67.37908114743938,0.9616811261045477
0,Spring,424.33878416097815,202.25483045424394,126.81044639419414,3.6896368056513276,85.95447032653429,1.0032404908088228
0,Spring,589.0672790887776,137.14692004117674,178.79966112832923,15.352907520543763,67.83267198628306,0.9099356451730924
0,Spring,493.52419719671923,250.73911654905638,130.61044770983895,11.373080042998918,69.87684121371807,0.9347759038572307
0,Spring,555.8918251091471,266.46119889535987,76.28939727020408,24.501311747829234,49.02038344060692,0.9664519299534717
0,Spring,527.2031648046753,128.72534591482548,129.9472141994971,8.291963161093193,76.54893367097522,0.9546807111227306
0,Spring,504.6756537866481,218.2211685752997,150.48455369249425,16.637953975628243,56.216295789848026,0.9792802222728965
0,Spring,506.0106361244738,131.25134991434078,180.103004296469,10.176030363874562,71.0079606204094,0.9497072814798473
0,Spring,603.677948392849,185.9992745565155,92.47469468588416,13.956269789957485,78.88910991789835,0.9263251767064483
0,Spring,455.909863081845,217.96118060070694,140.15739275231013,17.03022755286056,55.21535496367884,0.9536751453064825
0,Spring,497.2876311245219,251.16661039699866,183.45521042617557,14.142107781651267,52.504689331092564,0.9247891983392151
0,Spring,479.50326964406605,180.27752985520726,112.08978340546062,15.36891101900793,62.7549493358992,0.9322668165859604
0,Spring,481.47533070641526,236.0447868814342,141.40059454458998,17.87508753908641,61.57496181365496,0.9755287976973092
0,Spring,521.1789219453952,156.3507095455879,171.41643462295264,9.506970116864753,59.31346586138993,0.9674681065032276
0,Spring,499.4509431084367,170.60895432613836,193.5803853323604,10.496404914371183,60.24844175246284,0.9594273943381508
0,Spring,571.1133140134737,208.40888681091923,161.80193283993827,16.669666572800562,46.64767225242858,0.9111171006138746
0,Spring,401.499351485973,175.93648894121938,187.66845428610122,16.543248713065125,44.81495420036447,0.953210623630568
0,Spring,462.50870341556293,229.2615602188422,163.92389394665784,14.640382443755932,67.90352887020893,0.933720652572827
0,Spring,459.7244537591607,194.8459254810777,126.45675413460495,9.140765312362733,64.15316164173875,0.9826706829139096
0,Spring,537.6562774851238,156.16639267767795,76.29997425581455,8.430367386265438,81.9719175285759,0.9391328586884092
0,Spring,507.66125340264216,225.71124518526824,129.31037467277386,21.62308515401227,53.718576938483,0.9302685354330938
0,Spring,523.1912804917787,110.83417924095029,141.49980627679648,7.2521842648055195,81.25796933409627,0.9496254325036616
0,Spring,475.37593876316373,215.79619471392894,132.05474529339983,13.63589727113547,67.49932348607244,0.9443922558703399
