Date,Wind_Speed_ms,Wind_Power_MW,Solar_Irradiance_Wm2,Solar_Power_MW,Total_Renewable_MW,Load_Demand_MW,Renewable_Penetration_%,Voltage_pu,Frequency_Hz,Harmonics_THD_%,Power_Factor
2023-01-01 00:00:00,6.706060848157682,20.602330515370856,125.93922095130011,25.187844190260027,45.79017470563088,301.65050154385267,11.521260263981443,0.9931743958340364,59.96333559087292,3.779371389346128,0.9352940928484178
2023-01-01 01:00:00,2.109455059800596,0.0,140.63672296237806,28.12734459247561,28.12734459247561,286.6603551684849,7.71060663802727,1.0292194182305674,60.03475150764099,2.936836770945984,0.9361083306819902
2023-01-01 02:00:00,7.336309853033157,28.20537471226866,128.80571727130783,25.761143454261568,53.96651816653023,268.4845352452758,14.489559815222577,1.0037471887854932,60.21427015604328,3.806241963309885,0.8377117225787497
2023-01-01 03:00:00,8.464538521903037,44.79177188604335,147.7327053460595,29.5465410692119,74.33831295525525,322.6654603879195,16.630354683423235,1.0096338030346002,59.87282711621377,2.109861835960789,0.9613839183232225
2023-01-01 04:00:00,5.366965388105982,8.40378772273755,99.906272807276,19.9812545614552,28.38504228419275,249.160354414758,8.665987240321877,1.0160655315516005,60.011945265088976,2.385573755910396,0.9049685748465546
2023-01-01 05:00:00,8.107960339981181,39.136888252231,111.85666084667604,22.371332169335208,61.50822042156621,364.3299136005383,12.926290690840032,1.026810329909591,59.92060660714064,2.930705108619567,0.8851410427603075
2023-01-01 06:00:00,6.166289712095988,15.038085811387344,116.76303793743595,23.3526075874872,38.39069339887455,424.9945511761262,7.477950292602541,0.9801976289702624,60.12824610779213,2.9019218322266784,0.9123905263393152
2023-01-01 07:00:00,3.615128910960365,0.5675753656489259,173.19430027298085,34.638860054596165,35.20643542024509,429.5793695087493,6.839045498758693,1.015738867451387,59.89036790680088,2.1685268548250054,0.9870301071706143
2023-01-01 08:00:00,8.421500580794373,44.08900282133058,255.56889686469376,51.11377937293876,95.20278219426933,400.9019240666794,17.433063861708963,1.0295088593423685,60.046823067538206,4.166657038299159,0.9919563993936914
2023-01-01 09:00:00,4.074689121798628,1.7324350627684604,226.5881650732952,45.31763301465904,47.0500680774275,431.0200697379257,8.909814190985209,1.0047784375508566,59.9507987269729,2.0142157837291528,0.9451689566328386
2023-01-01 10:00:00,5.525750116076371,9.569120473289702,481.3640647739906,96.27281295479813,105.84193342808783,385.6311081379522,19.54703656565679,1.0092570330829498,60.03255196985485,2.856630743838237,0.972494250662838
2023-01-01 11:00:00,6.462675258485524,17.985179918591683,391.53138650014034,78.30627730002807,96.29145721861975,470.511228042915,15.611387485738742,1.0030261868966102,60.01369540894036,2.413885661979328,0.9687989439825822
2023-01-01 12:00:00,5.94467641614453,13.006678793696686,490.1265375733723,98.02530751467448,111.03198630837116,438.2992881576689,18.525979043441787,0.9647099827476132,59.87414492731703,3.1015273639058334,0.9071015146475389
2023-01-01 13:00:00,4.98941976747218,5.936686516813593,340.181869322383,68.0363738644766,73.9730603812902,455.1704310606455,12.772838074570101,0.982720455343712,60.082768209849576,3.1656180460526984,0.9716170048919442
2023-01-01 14:00:00,6.618323281875717,19.638395058245788,446.8795774847384,89.3759154969477,109.01431055519349,482.2311874873553,17.000401700747695,0.9851988580118284,59.87216291330076,2.3443523600034526,1.0
2023-01-01 15:00:00,4.559450687448296,3.647829669874443,312.92839733661793,62.58567946732359,66.23350913719803,403.3141575878072,12.748302683121315,1.0161669349262008,59.92347017475385,2.122289084429982,0.9844702260035116
2023-01-01 16:00:00,4.413149212556534,2.995486045423728,259.7880199265689,51.9576039853138,54.95309003073753,435.9444571519492,10.159611615354073,0.9812900347249494,60.03111106758683,3.0881613020335177,0.998746353494818
2023-01-01 17:00:00,2.434643445457687,0.0,231.73489995635575,46.34697999127116,46.34697999127116,423.0985856844393,8.922394001185017,1.014384024031336,59.97707651138177,3.7818038719506952,0.913152588251685
2023-01-01 18:00:00,2.487565416976265,0.0,169.5949194115927,33.91898388231854,33.91898388231854,549.9015945879798,5.351511931685889,1.0214776588451124,59.96874273821263,2.253044298282046,0.9231374176550934
2023-01-01 19:00:00,4.023108522698962,1.5701265738288788,169.59491941159268,33.918983882318535,35.489110456147415,448.882389273237,6.641280546234175,0.9818424533673414,60.16768128323936,2.7424323210036325,0.900040783927962
