Date,Wind_Speed,Solar_Irradiance
2023-01-01 00:00:00,6.706060848157682,125.93922095130013
2023-01-01 01:00:00,2.109455059800596,140.63672296237806
2023-01-01 02:00:00,7.336309853033157,128.80571727130783
2023-01-01 03:00:00,8.464538521903037,147.7327053460595
2023-01-01 04:00:00,5.366965388105982,99.906272807276
2023-01-01 05:00:00,8.107960339981181,111.85666084667604
2023-01-01 06:00:00,6.166289712095988,116.76303793743597
2023-01-01 07:00:00,3.6151289109603644,173.19430027298083
2023-01-01 08:00:00,8.421500580794373,255.56889686469378
2023-01-01 09:00:00,4.074689121798628,226.58816507329516
2023-01-01 10:00:00,5.525750116076371,481.3640647739906
2023-01-01 11:00:00,6.462675258485524,391.53138650014034
2023-01-01 12:00:00,5.94467641614453,490.1265375733723
2023-01-01 13:00:00,4.98941976747218,340.181869322383
2023-01-01 14:00:00,6.618323281875717,446.87957748473843
2023-01-01 15:00:00,4.559450687448296,312.92839733661793
2023-01-01 16:00:00,4.413149212556534,259.78801992656895
2023-01-01 17:00:00,2.434643445457687,231.73489995635578
2023-01-01 18:00:00,2.487565416976265,169.5949194115927
2023-01-01 19:00:00,4.023108522698962,169.59491941159268
2023-01-01 20:00:00,4.254328110307079,139.8334522364512
2023-01-01 21:00:00,2.24130356975426,130.74368971682657
2023-01-01 22:00:00,2.9680956613820264,99.8366206065272
2023-01-01 23:00:00,6.137105752781807,169.59491941159268
2023-01-02 00:00:00,6.873524268808538,166.35667873754429
2023-01-02 01:00:00,3.6709461659387266,115.63445515256221
2023-01-02 02:00:00,8.80162141876158,116.9070776404525
2023-01-02 03:00:00,6.602182113518832,154.21500617729436
2023-01-02 04:00:00,8.286721330892725,140.2808937695559
2023-01-02 05:00:00,8.274013354605437,133.1221936155752
2023-01-02 06:00:00,7.269497273338001,151.80144094681654
2023-01-02 07:00:00,5.222708168913724,221.81761942768438
2023-01-02 08:00:00,6.9155178229341,290.8893544042449
2023-01-02 09:00:00,7.852261953078862,361.54552627326
2023-01-02 10:00:00,6.7237297982866675,308.19485172889864
2023-01-02 11:00:00,9.458751093137469,435.3449597267209
2023-01-02 12:00:00,3.629376974156413,219.14628677532883
2023-01-02 13:00:00,3.232335480283027,442.3400433784561
2023-01-02 14:00:00,1.9877043484720343,288.7534024570731
2023-01-02 15:00:00,3.238745720775036,291.1564273837672
2023-01-02 16:00:00,4.093860812245885,299.76396142835597
2023-01-02 17:00:00,4.245082988661149,165.5312052849822
2023-01-02 18:00:00,0.5345298892401233,152.31759289506275
2023-01-02 19:00:00,4.18777982825746,169.86476722758573
2023-01-02 20:00:00,2.188049466975227,156.45338788544478
2023-01-02 21:00:00,3.899867079243126,169.86476722758573
2023-01-02 22:00:00,3.241583440891896,126.94062184805976
2023-01-02 23:00:00,6.463981149736543,169.86476722758573
2023-01-03 00:00:00,4.747179677047788,124.99132598259106
2023-01-03 01:00:00,1.9895353167259646,170.15539762669147
2023-01-03 02:00:00,6.001312930869815,65.35921700331293
2023-01-03 03:00:00,5.595899605952305,123.46958004720491
2023-01-03 04:00:00,5.141386353484949,170.15539762669147
2023-01-03 05:00:00,5.772472580498302,132.25276915906622
2023-01-03 06:00:00,5.347500605635298,136.4964899292364
2023-01-03 07:00:00,5.352939308950842,153.89255748654557
2023-01-03 08:00:00,6.678592341517112,350.1553976266914
2023-01-03 09:00:00,3.5212457900581944,254.63090552522735
2023-01-03 10:00:00,5.80708012724533,442.4245285745176
2023-01-03 11:00:00,3.9860698049289516,268.5248888497632
2023-01-03 12:00:00,6.67021241546188,487.471003281619
2023-01-03 13:00:00,4.417934344387689,436.4038838491421
2023-01-03 14:00:00,3.5493990726515587,350.35070810387674
2023-01-03 15:00:00,4.756966963368858,373.12504265733253
2023-01-03 16:00:00,2.6978043674527203,349.1936741467977
2023-01-03 17:00:00,3.104688418698705,185.93572592360226
2023-01-03 18:00:00,2.958760225593345,170.1553976266915
2023-01-03 19:00:00,5.202678143213919,170.15539762669147
2023-01-03 20:00:00,4.9667109921215085,167.43122497067134
2023-01-03 21:00:00,4.363945089560393,161.72215991479862
2023-01-03 22:00:00,6.549749762374172,95.69105520574163
2023-01-03 23:00:00,3.7329272591568223,122.06158091205606
2023-01-04 00:00:00,3.47455007578826,160.19085653540063
2023-01-04 01:00:00,6.008800321752203,122.5918375858957
2023-01-04 02:00:00,6.5897753907829,143.71261782307096
2023-01-04 03:00:00,5.78425645498798,104.02293007475637
2023-01-04 04:00:00,8.02072489387236,166.89915878190624
2023-01-04 05:00:00,8.401747258413007,147.07843853981598
2023-01-04 06:00:00,6.432159447597659,116.02921834153199
2023-01-04 07:00:00,6.702495363638313,231.4021891761681
2023-01-04 08:00:00,5.064640889693951,312.86789282852766
2023-01-04 09:00:00,7.008872433934274,364.62873378911314
2023-01-04 10:00:00,5.643867593735339,454.69355010817475
2023-01-04 11:00:00,5.345004872815687,461.71441589844227
