Date,Voltage,Frequency
2023-01-01 00:00:00,229.64199148631263,50.00123274947532
2023-01-01 01:00:00,228.77570154079666,50.014223034535966
2023-01-01 02:00:00,230.14181769613396,50.0046706701372
2023-01-01 03:00:00,230.2812835027657,50.01010279664985
2023-01-01 04:00:00,230.87084875667347,49.997492037510696
2023-01-01 05:00:00,231.14665971191278,49.99120156746154
2023-01-01 06:00:00,230.34590731728247,49.99537965572709
2023-01-01 07:00:00,230.50580009763414,49.996451995585964
2023-01-01 08:00:00,230.0642974429049,50.00269357408398
2023-01-01 09:00:00,230.665049470341,50.007131264338696
2023-01-01 10:00:00,229.3896276240779,49.98449910478615
2023-01-01 11:00:00,229.60809289562502,50.00161074900034
2023-01-01 12:00:00,228.43284766838994,50.00315555362823
2023-01-01 13:00:00,231.65116752282557,50.0005242307603
2023-01-01 14:00:00,229.36871286952527,49.989565552136646
2023-01-01 15:00:00,231.07550749298304,50.004126783572694
2023-01-01 16:00:00,231.2587569016457,50.00373997307321
2023-01-01 17:00:00,228.45441160078332,50.008270799178
2023-01-01 18:00:00,230.1365116474919,49.99779563396242
2023-01-01 19:00:00,230.65644413983736,50.003017428445176
2023-01-01 20:00:00,229.44860349363003,50.0056251460827
2023-01-01 21:00:00,228.63267522625125,50.00047493023897
2023-01-01 22:00:00,231.4835616512514,49.98663493217137
2023-01-01 23:00:00,230.6482100555844,49.977333877428734
2023-01-02 00:00:00,230.04133194656754,49.99188119565695
2023-01-02 01:00:00,228.95395036029058,49.98294571082437
2023-01-02 02:00:00,228.98516745668553,50.002523459657624
2023-01-02 03:00:00,230.16739510736687,49.989791211071925
2023-01-02 04:00:00,229.5347948362793,49.993444631522614
2023-01-02 05:00:00,230.21911481999854,50.017712746856816
2023-01-02 06:00:00,230.3729520103286,49.99605575787879
2023-01-02 07:00:00,229.54875027678003,50.01186923319829
2023-01-02 08:00:00,231.6935540401815,50.00039361952457
2023-01-02 09:00:00,229.2447862909773,49.98562656823992
2023-01-02 10:00:00,229.05107039814547,49.99958637836736
2023-01-02 11:00:00,230.41981683898442,49.97681641501417
2023-01-02 12:00:00,230.48164041315397,50.00220069510364
2023-01-02 13:00:00,228.99847929670818,49.99065095191024
2023-01-02 14:00:00,229.65678272062127,49.99980759667708
2023-01-02 15:00:00,228.4595898676645,49.993442336467815
2023-01-02 16:00:00,229.4349628063397,50.01184170157807
2023-01-02 17:00:00,230.80288680769988,50.00043003004181
2023-01-02 18:00:00,228.7060776238811,49.9968628520873
2023-01-02 19:00:00,228.90860906069497,49.99506551833726
2023-01-02 20:00:00,229.17104451444533,50.00212243906305
2023-01-02 21:00:00,231.14076191001732,49.99623332144925
2023-01-02 22:00:00,230.99955492309002,49.97686862754279
2023-01-02 23:00:00,227.9024912613714,49.994557203688444
2023-01-03 00:00:00,228.21315070808586,50.00003185382036
2023-01-03 01:00:00,230.08838241356275,49.99245299382716
2023-01-03 02:00:00,228.39218489420847,50.00246867648649
2023-01-03 03:00:00,231.20710099310548,50.00107450195386
2023-01-03 04:00:00,227.80060641537145,49.97805911498951
2023-01-03 05:00:00,229.24810449418564,49.992898390385804
2023-01-03 06:00:00,230.20786762012975,50.01322744657677
2023-01-03 07:00:00,231.47349365073953,50.00534971222946
2023-01-03 08:00:00,229.99577347361742,50.00629319351332
2023-01-03 09:00:00,230.3164659550614,50.00974233449143
2023-01-03 10:00:00,230.17748132327915,49.997549297028606
2023-01-03 11:00:00,230.94064455915995,49.994373791151794
2023-01-03 12:00:00,230.30785269168604,50.00844928623622
2023-01-03 13:00:00,230.73773697247432,50.01114243566967
2023-01-03 14:00:00,230.75751545035584,50.01234484830493
2023-01-03 15:00:00,231.08958150612136,49.99361261181727
2023-01-03 16:00:00,227.8266458266978,50.0065698282294
2023-01-03 17:00:00,228.47876901934168,49.998850777777605
2023-01-03 18:00:00,230.67664375536967,50.00706731897213
2023-01-03 19:00:00,231.96365973504393,49.99908358049583
2023-01-03 20:00:00,230.32521932156388,49.99973778847861
2023-01-03 21:00:00,229.74221786936624,50.00798605007605
2023-01-03 22:00:00,230.9853668326952,49.99671019029832
2023-01-03 23:00:00,231.32144607290627,49.99626918579226
2023-01-04 00:00:00,230.6735353959967,50.010617331398684
2023-01-04 01:00:00,229.9643624121287,50.004111083648446
2023-01-04 02:00:00,230.04948136051553,49.99014224037491
2023-01-04 03:00:00,230.26305391970868,50.01161783102965
2023-01-04 04:00:00,231.32531550047491,50.01457884204448
2023-01-04 05:00:00,230.4207755004576,50.002972920625496
2023-01-04 06:00:00,230.43387623583658,49.99679794737731
2023-01-04 07:00:00,230.95581199017548,50.016127897362544
2023-01-04 08:00:00,229.95053391367574,50.01546496496911
2023-01-04 09:00:00,230.2577049448752,49.99114830909417
2023-01-04 10:00:00,231.9646751071578,49.997359733505185
2023-01-04 11:00:00,229.36422499510337,49.99946066545147
2023-01-04 12:00:00,229.42975047805805,50.0164046871812
2023-01-04 13:00:00,229.14082187733578,50.00891774979097
2023-01-04 14:00:00,230.31572277546852,49.9967787795397
2023-01-04 15:00:00,230.37554943229136,49.999953020107725
2023-01-04 16:00:00,228.08313045216917,49.99891215201318
2023-01-04 17:00:00,230.9641946472074,49.9923766845907
2023-01-04 18:00:00,228.91797788014335,50.00519519125177
2023-01-04 19:00:00,230.45015576431467,50.0045335183002
2023-01-04 20:00:00,230.12725541225245,50.00592098398966
2023-01-04 21:00:00,227.16652714753425,50.00223071510261
2023-01-04 22:00:00,227.63293939075027,49.98914173417795
2023-01-04 23:00:00,228.87840676578728,49.99365178577786
2023-01-05 00:00:00,231.17792071647932,50.00063462569045
2023-01-05 01:00:00,228.12615892390235,50.00899665800803
2023-01-05 02:00:00,231.11190379454757,50.00281465336316
2023-01-05 03:00:00,228.23378821933784,49.98769538884013
2023-01-05 04:00:00,227.81415513092927,49.97977528493809
2023-01-05 05:00:00,230.29667685487874,49.99962254315501
2023-01-05 06:00:00,229.96527054141905,50.00409645436353
2023-01-05 07:00:00,228.24031103127916,50.007919064647204
2023-01-05 08:00:00,228.79798690327618,50.01752772796593
2023-01-05 09:00:00,230.30504180916947,50.011237290287134
2023-01-05 10:00:00,229.62892483433146,50.00616582736363
2023-01-05 11:00:00,230.62067970737448,49.99462067302166
2023-01-05 12:00:00,229.66373256096023,50.01443438216023
2023-01-05 13:00:00,230.98702973027295,49.98917012193954
2023-01-05 14:00:00,228.8533413898012,50.01095003041635
2023-01-05 15:00:00,230.58758985584615,50.01884673223896
2023-01-05 16:00:00,228.7320967419052,50.01399858811905
2023-01-05 17:00:00,230.30758061786815,49.99610862258533
2023-01-05 18:00:00,230.63957271646947,49.98355484628349
2023-01-05 19:00:00,228.93709575038,49.99251295712894
2023-01-05 20:00:00,230.37800530626913,50.00045943727083
2023-01-05 21:00:00,230.5637171828382,49.99721116108513
2023-01-05 22:00:00,230.4997619812733,50.002410413556866
2023-01-05 23:00:00,229.25358747921408,49.98187129206778
2023-01-06 00:00:00,229.6363629996103,50.00793703612201
2023-01-06 01:00:00,231.70917999769748,49.99377143011665
