Date,Harmonics,Reactive Power
2023-01-01 00:00:00,5.522951355888994,-8.361372353103153
2023-01-01 01:00:00,5.739406851342405,11.798942444713528
2023-01-01 02:00:00,4.892619531502654,19.48324303464319
2023-01-01 03:00:00,5.607089256864614,34.009652564619074
2023-01-01 04:00:00,4.4908337883713285,45.583099463874944
2023-01-01 05:00:00,4.776910004947452,51.29232538812319
2023-01-01 06:00:00,4.808276256822143,42.258102668115995
2023-01-01 07:00:00,4.436920743241783,53.04513096281355
2023-01-01 08:00:00,5.243414605920647,51.79634202771585
2023-01-01 09:00:00,4.954393048729789,37.8632311032929
2023-01-01 10:00:00,4.75262803371777,33.07143995530305
2023-01-01 11:00:00,5.040725904133754,15.053644574482405
2023-01-01 12:00:00,5.441056393602105,-0.2385627461826655
2023-01-01 13:00:00,4.8006864692275375,-15.451624620303596
2023-01-01 14:00:00,6.1212948579959505,-21.45568946780951
2023-01-01 15:00:00,5.348289705449282,-41.921705183172676
2023-01-01 16:00:00,5.151568814873068,-40.18078164213993
2023-01-01 17:00:00,5.037388416836153,-40.167101561438244
2023-01-01 18:00:00,5.93555623967599,-47.513188111824945
2023-01-01 19:00:00,5.160636715298024,-57.691792470937884
2023-01-01 20:00:00,4.940021164813336,-44.92715998023945
2023-01-01 21:00:00,4.54846903453794,-30.906251665432407
2023-01-01 22:00:00,5.161560114238832,-26.95896937117035
2023-01-01 23:00:00,5.286584037519687,-9.52869100992258
2023-01-02 00:00:00,5.858566707540029,-7.128837121543295
2023-01-02 01:00:00,4.897314430419703,2.989636790463388
2023-01-02 02:00:00,5.116552002991718,25.109314257066988
2023-01-02 03:00:00,4.856631914898043,24.48625219453791
2023-01-02 04:00:00,5.292887241111227,49.37310102169497
2023-01-02 05:00:00,5.319085815001624,44.508883724145164
2023-01-02 06:00:00,4.735456214898856,51.74972405678091
2023-01-02 07:00:00,5.027458929946719,54.622115079170754
2023-01-02 08:00:00,5.05009307137249,43.513073906828154
2023-01-02 09:00:00,5.162602664666191,31.170897127262062
2023-01-02 10:00:00,5.520668583264024,21.579253237156642
2023-01-02 11:00:00,5.759409157481376,14.352449622237362
2023-01-02 12:00:00,4.283468197263395,-4.399712570560336
2023-01-02 13:00:00,5.471573056156528,-13.750019697851124
2023-01-02 14:00:00,4.528456554456503,-24.6868437775618
2023-01-02 15:00:00,5.2852965617671455,-37.34077484343356
2023-01-02 16:00:00,5.153391191471405,-53.494622523900716
2023-01-02 17:00:00,4.6861168649214076,-46.92293298831517
2023-01-02 18:00:00,5.765909960388878,-47.23229139493197
2023-01-02 19:00:00,4.770654988013587,-52.96038862983416
2023-01-02 20:00:00,5.491446843146663,-41.694240325589625
2023-01-02 21:00:00,5.018071079598043,-37.869218286706776
2023-01-02 22:00:00,4.18142306675249,-33.743845206430954
2023-01-02 23:00:00,4.938809689866161,-15.75914006554739
2023-01-03 00:00:00,5.337838717917153,-8.940251794581954
2023-01-03 01:00:00,4.848662600097577,13.862341421953133
2023-01-03 02:00:00,4.535986930231009,28.67779108147655
2023-01-03 03:00:00,5.30179798697766,49.496123015690465
2023-01-03 04:00:00,4.867011784638087,50.21142061731028
2023-01-03 05:00:00,4.957571532439695,54.34768757630113
2023-01-03 06:00:00,4.342835265572872,41.204075974758105
2023-01-03 07:00:00,5.730226563534533,49.78340276839827
2023-01-03 08:00:00,5.788096099557777,45.643211450480464
2023-01-03 09:00:00,4.784126558183609,32.799737026658775
2023-01-03 10:00:00,4.645395459185168,17.584257063658896
2023-01-03 11:00:00,6.198198188026849,15.114134739747092
2023-01-03 12:00:00,5.133344276011379,-9.211642600016015
2023-01-03 13:00:00,4.5926802320427225,-14.635416775521602
2023-01-03 14:00:00,5.1299779832356,-22.316428009434546
2023-01-03 15:00:00,5.015087147622905,-33.73874583734749
2023-01-03 16:00:00,5.591167460080243,-41.905965266651954
2023-01-03 17:00:00,6.1546477484649875,-49.34243234638962
2023-01-03 18:00:00,4.98357559264645,-53.697002598858205
2023-01-03 19:00:00,5.352767795353725,-50.87278426858408
2023-01-03 20:00:00,4.7769421355574435,-56.68277814350192
2023-01-03 21:00:00,4.370818108352483,-40.96884236256072
2023-01-03 22:00:00,5.032739708931314,-21.060127671377845
2023-01-03 23:00:00,4.067409773093356,-13.295732469692146
2023-01-04 00:00:00,6.271026767461565,6.0301504193727915
2023-01-04 01:00:00,5.522653228160141,11.055305866047132
2023-01-04 02:00:00,5.159634288961657,35.110322772471704
2023-01-04 03:00:00,4.112895097959824,34.49621794021129
2023-01-04 04:00:00,5.052061001133312,49.80740207467701
2023-01-04 05:00:00,4.292397838195752,52.72646956644953
2023-01-04 06:00:00,5.388681955134246,52.514466516218484
2023-01-04 07:00:00,5.605172534176314,55.06841734751253
2023-01-04 08:00:00,5.022246373596002,49.76496198615939
2023-01-04 09:00:00,4.181544954687434,34.33559242156447
2023-01-04 10:00:00,4.23098158229072,24.218421425517803
2023-01-04 11:00:00,4.178111951864708,15.22684414179556
2023-01-04 12:00:00,4.600208904049648,8.168448152873943
2023-01-04 13:00:00,4.402887273412906,-10.120219031877818
2023-01-04 14:00:00,4.693035377856581,-17.08475587995489
2023-01-04 15:00:00,5.736449949385508,-33.49033488574845
2023-01-04 16:00:00,4.68923541017294,-46.64190156369146
2023-01-04 17:00:00,4.664664842849519,-55.28988466399667
2023-01-04 18:00:00,5.05862558634988,-46.81858075821285
2023-01-04 19:00:00,5.323624695814735,-50.9921158793361
2023-01-04 20:00:00,5.553679869235209,-39.591040767831345
2023-01-04 21:00:00,5.932107338622038,-34.352940199731876
2023-01-04 22:00:00,4.6493614346789425,-27.229710583637946
2023-01-04 23:00:00,4.904454797881544,-17.614794073550087
2023-01-05 00:00:00,3.997316006761449,-2.41298224089746
2023-01-05 01:00:00,4.403215419728769,7.508553142796535
2023-01-05 02:00:00,4.862500358177,20.253688993498578
2023-01-05 03:00:00,4.627472429148073,22.575014409793802
2023-01-05 04:00:00,4.579926288518197,32.03784901016777
2023-01-05 05:00:00,4.5114121144866965,48.97943759800656
2023-01-05 06:00:00,5.423503059790535,60.09177745293525
2023-01-05 07:00:00,4.280574299557053,49.465201684512905
2023-01-05 08:00:00,5.745670334519316,44.28069073184597
2023-01-05 09:00:00,4.447792844652592,41.2283444484388
2023-01-05 10:00:00,5.767749390479309,25.87770472045484
2023-01-05 11:00:00,4.307108110417414,13.681134190160812
2023-01-05 12:00:00,4.356709389086533,-6.854872385617216
2023-01-05 13:00:00,5.10120644092141,-13.05605632884344
2023-01-05 14:00:00,4.981738324113096,-27.962399898085053
2023-01-05 15:00:00,5.397439441888964,-36.033723285064276
2023-01-05 16:00:00,4.5193473425235435,-45.89436409886867
2023-01-05 17:00:00,4.813211701613352,-50.86730627032632
2023-01-05 18:00:00,4.979020037732022,-51.04415727755194
2023-01-05 19:00:00,5.268703671712564,-47.49776131686824
2023-01-05 20:00:00,5.227529328066341,-48.099633460344535
2023-01-05 21:00:00,5.395203147733192,-36.73914265734289
2023-01-05 22:00:00,5.638831699356378,-25.53012608110969
2023-01-05 23:00:00,4.9383706437362695,-12.193611428435156
2023-01-06 00:00:00,5.737746808223683,5.822071518126547
2023-01-06 01:00:00,4.922448914843182,18.190105042863458
2023-01-06 02:00:00,5.0647096131877305,30.442127939309465
2023-01-06 03:00:00,5.180588487225173,39.09821401088379
2023-01-06 04:00:00,5.0288441358173035,57.32918255768192
2023-01-06 05:00:00,5.368049030586289,49.07975809833712
2023-01-06 06:00:00,5.175810159752503,44.950602165479154
2023-01-06 07:00:00,4.258292538302827,57.38230773502359
2023-01-06 08:00:00,4.163709597650793,44.107581764920305
2023-01-06 09:00:00,5.163940998019169,43.8622594759918
2023-01-06 10:00:00,4.56505299240193,24.184808643818545
2023-01-06 11:00:00,5.234636292318598,20.861363276734913
2023-01-06 12:00:00,4.177526777434501,12.13632274482475
2023-01-06 13:00:00,4.955755739902791,-20.076482441875672
2023-01-06 14:00:00,4.636610174774711,-29.291683367398175
2023-01-06 15:00:00,5.244227102370823,-31.487396443725977
2023-01-06 16:00:00,4.416670859525595,-38.415853785653006
2023-01-06 17:00:00,5.268034614618205,-47.6145211528588
2023-01-06 18:00:00,5.532862150843268,-49.046144059957186
2023-01-06 19:00:00,5.227455998419945,-52.13328698007019
2023-01-06 20:00:00,5.154306508546117,-37.088310475457526
2023-01-06 21:00:00,5.478406370455144,-29.119350254831428
2023-01-06 22:00:00,5.414709254287659,-21.576596889001603
2023-01-06 23:00:00,4.069409090147995,-19.741604090481943
2023-01-07 00:00:00,5.538766063672127,1.1875348577452374
2023-01-07 01:00:00,5.767623233446358,12.363269310204764
2023-01-07 02:00:00,5.290910874514701,24.666468498196167
2023-01-07 03:00:00,4.31065988498039,27.48688843428368
2023-01-07 04:00:00,4.3815683014780005,40.540675413561075
2023-01-07 05:00:00,3.8832165076004164,49.15005573427269
2023-01-07 06:00:00,5.52232442308949,50.79659612972018
2023-01-07 07:00:00,5.649097199681674,47.98622003510724
