Date,Wind_Speed_ms,Wind_Power_MW,Solar_Irradiance_Wm2,Solar_Power_MW,Total_Renewable_MW,Load_Demand_MW,Renewable_Penetration_%,Voltage_pu,Frequency_Hz,Harmonics_THD_%,Power_Factor,timestamp,total_renewable,net_load,renewable_penetration
2023-01-01 00:00:00,6.706060848157682,20.602330515370856,125.93922095130011,25.187844190260027,45.79017470563088,301.65050154385267,15.12972041085354,0.9931743958340364,59.96333559087292,3.779371389346128,0.9352940928484178,2023-01-01 00:00:00,45.79017470563088,255.8603268382218,0.1517987686785732
2023-01-01 01:00:00,2.109455059800596,0.0,140.63672296237806,28.12734459247561,28.12734459247561,286.6603551684849,9.777970473547253,1.0292194182305674,60.03475150764099,2.936836770945984,0.9361083306819902,2023-01-01 01:00:00,28.12734459247561,258.5330105760093,0.0981208042386738
2023-01-01 02:00:00,7.336309853033157,28.20537471226866,128.80571727130783,25.761143454261568,53.96651816653023,268.4845352452758,20.025831210466944,1.0037471887854932,60.21427015604328,3.806241963309885,0.8377117225787497,2023-01-01 02:00:00,53.96651816653023,214.5180170787456,0.20100419607866338
2023-01-01 03:00:00,8.464538521903037,44.79177188604335,147.7327053460595,29.5465410692119,74.33831295525525,322.6654603879195,22.96763851977264,1.0096338030346002,59.87282711621377,2.109861835960789,0.9613839183232225,2023-01-01 03:00:00,74.33831295525525,248.32714743266425,0.23038819483772194
2023-01-01 04:00:00,5.366965388105982,8.40378772273755,99.906272807276,19.9812545614552,28.38504228419275,249.160354414758,11.346738914964616,1.0160655315516005,60.011945265088976,2.385573755910396,0.9049685748465546,2023-01-01 04:00:00,28.38504228419275,220.77531213056523,0.11392278820145826
2023-01-01 05:00:00,8.107960339981181,39.136888252231,111.85666084667604,22.371332169335208,61.50822042156621,364.3299136005383,16.836349319267892,1.026810329909591,59.92060660714064,2.930705108619567,0.8851410427603075,2023-01-01 05:00:00,61.50822042156621,302.8216931789721,0.16882561141824212
2023-01-01 06:00:00,6.166289712095988,15.038085811387344,116.76303793743595,23.3526075874872,38.39069339887454,424.9945511761262,9.012015128569573,0.9801976289702624,60.12824610779213,2.9019218322266784,0.9123905263393152,2023-01-01 06:00:00,38.39069339887455,386.6038577772517,0.09033220141912991
2023-01-01 07:00:00,3.615128910960365,0.5675753656489259,173.19430027298085,34.638860054596165,35.20643542024509,429.5793695087493,8.176526306964575,1.015738867451387,59.89036790680088,2.1685268548250054,0.9870301071706143,2023-01-01 07:00:00,35.20643542024509,394.3729340885042,0.08195560103481188
2023-01-01 08:00:00,8.421500580794373,44.08900282133058,255.56889686469376,51.11377937293876,95.20278219426932,400.9019240666794,23.688063304338467,1.0295088593423685,60.046823067538206,4.166657038299159,0.9919563993936914,2023-01-01 08:00:00,95.20278219426933,305.69914187241005,0.23747150232792316
2023-01-01 09:00:00,4.074689121798628,1.7324350627684604,226.5881650732952,45.31763301465904,47.0500680774275,431.0200697379257,10.89071350457613,1.0047784375508566,59.9507987269729,2.0142157837291528,0.9451689566328386,2023-01-01 09:00:00,47.0500680774275,383.9700016604982,0.10915980804799989
2023-01-01 10:00:00,5.525750116076371,9.569120473289702,481.3640647739906,96.27281295479813,105.84193342808784,385.6311081379522,27.375431309144123,1.0092570330829498,60.03255196985485,2.856630743838237,0.972494250662838,2023-01-01 10:00:00,105.84193342808783,279.78917470986437,0.2744641995796275
2023-01-01 11:00:00,6.462675258485524,17.985179918591683,391.53138650014034,78.30627730002807,96.29145721861975,470.511228042915,20.421880008731357,1.0030261868966102,60.01369540894036,2.413885661979328,0.9687989439825822,2023-01-01 11:00:00,96.29145721861975,374.2197708242952,0.20465283606332363
2023-01-01 12:00:00,5.94467641614453,13.006678793696686,490.1265375733723,98.02530751467448,111.03198630837116,438.2992881576689,25.27479313112856,0.9647099827476132,59.87414492731703,3.1015273639058334,0.9071015146475389,2023-01-01 12:00:00,111.03198630837116,327.2673018492977,0.2533245873500706
2023-01-01 13:00:00,4.98941976747218,5.936686516813593,340.181869322383,68.0363738644766,73.9730603812902,455.1704310606455,16.216101558642205,0.982720455343712,60.082768209849576,3.1656180460526984,0.9716170048919442,2023-01-01 13:00:00,73.9730603812902,381.19737067935534,0.16251727997558402
2023-01-01 14:00:00,6.618323281875717,19.638395058245788,446.8795774847384,89.3759154969477,109.01431055519348,482.2311874873553,22.55945257218028,0.9851988580118284,59.87216291330076,2.3443523600034526,1.0,2023-01-01 14:00:00,109.01431055519349,373.2168769321618,0.22606233977360077
2023-01-01 15:00:00,4.559450687448296,3.647829669874443,312.92839733661793,62.58567946732359,66.23350913719803,403.3141575878072,16.381694257840504,1.0161669349262008,59.92347017475385,2.122289084429982,0.9844702260035116,2023-01-01 15:00:00,66.23350913719803,337.08064845060915,0.16422311959822053
2023-01-01 16:00:00,4.413149212556534,2.995486045423728,259.7880199265689,51.9576039853138,54.95309003073752,435.9444571519492,12.576676310057266,0.9812900347249494,60.03111106758683,3.0881613020335177,0.998746353494818,2023-01-01 16:00:00,54.95309003073753,380.9913671212117,0.12605525573085455
2023-01-01 17:00:00,2.434643445457687,0.0,231.73489995635575,46.34697999127116,46.34697999127116,423.0985856844393,10.92835051936644,1.014384024031336,59.97707651138177,3.7818038719506952,0.913152588251685,2023-01-01 17:00:00,46.34697999127116,376.75160569316813,0.10954179843521919
2023-01-01 18:00:00,2.487565416976265,0.0,169.5949194115927,33.91898388231854,33.91898388231854,549.9015945879798,6.156995045128995,1.0214776588451124,59.96874273821263,2.253044298282046,0.9231374176550934,2023-01-01 18:00:00,33.91898388231854,515.9826107056613,0.06168191584847601
2023-01-01 19:00:00,4.023108522698962,1.5701265738288788,169.59491941159268,33.918983882318535,35.489110456147415,448.882389273237,7.888530714322545,0.9818424533673414,60.16768128323936,2.7424323210036325,0.900040783927962,2023-01-01 19:00:00,35.489110456147415,413.3932788170896,0.07906104428290461
2023-01-01 20:00:00,4.254328110307079,2.3600085124597925,139.8334522364512,27.96669044729024,30.326698959750036,514.7758831340028,5.879821052406769,0.9607448810016588,60.17241471924253,2.152243287841852,0.9701428337226294,2023-01-01 20:00:00,30.326698959750033,484.44918417425276,0.05891243151314375
2023-01-01 21:00:00,2.24130356975426,0.0,130.74368971682657,26.148737943365315,26.148737943365315,377.7700428840342,6.903591885003197,0.9736317915241076,59.9536449108906,2.699795471374153,1.0,2023-01-01 21:00:00,26.148737943365315,351.6213049406689,0.0692186647298349
2023-01-01 22:00:00,2.9680956613820264,0.0,99.8366206065272,19.96732412130544,19.96732412130544,319.1434911877356,6.236992058538022,1.0185893119431837,59.951575975820106,3.4818648120951,0.8,2023-01-01 22:00:00,19.96732412130544,299.17616706643014,0.06256534967075264
2023-01-01 23:00:00,6.137105752781807,14.76214875620506,169.59491941159268,33.918983882318535,48.68113263852359,331.4778542378136,14.64191735420162,1.0199031370382334,60.154594391793125,3.14812942462818,0.9567191247414704,2023-01-01 23:00:00,48.68113263852359,282.79672159929,0.1468608898487622
2023-01-02 00:00:00,6.873524268808538,22.50628539157308,166.35667873754429,33.27133574750886,55.77762113908193,351.4202168647697,15.8270208319192,0.9800137003989504,60.03967539672266,2.8276789932420003,0.9644138003750876,2023-01-02 00:00:00,55.77762113908194,295.6425957256878,0.15872058140737466
