Date,Harmonics,Reactive_Power
2023-01-01 00:00:00,3.779371389346128,301.65050154385267
2023-01-01 01:00:00,2.936836770945984,286.6603551684849
2023-01-01 02:00:00,3.806241963309885,268.4845352452758
2023-01-01 03:00:00,2.1098618359607895,322.6654603879195
2023-01-01 04:00:00,2.3855737559103956,249.160354414758
2023-01-01 05:00:00,2.930705108619567,364.3299136005383
2023-01-01 06:00:00,2.9019218322266784,424.9945511761262
2023-01-01 07:00:00,2.1685268548250054,429.5793695087493
2023-01-01 08:00:00,4.166657038299159,400.9019240666794
2023-01-01 09:00:00,2.0142157837291528,431.0200697379257
2023-01-01 10:00:00,2.8566307438382372,385.6311081379522
2023-01-01 11:00:00,2.413885661979328,470.511228042915
2023-01-01 12:00:00,3.1015273639058334,438.2992881576689
2023-01-01 13:00:00,3.1656180460526984,455.1704310606455
2023-01-01 14:00:00,2.3443523600034526,482.2311874873553
2023-01-01 15:00:00,2.122289084429982,403.31415758780724
2023-01-01 16:00:00,3.0881613020335177,435.9444571519492
2023-01-01 17:00:00,3.7818038719506952,423.0985856844393
2023-01-01 18:00:00,2.253044298282046,549.9015945879798
2023-01-01 19:00:00,2.7424323210036325,448.882389273237
2023-01-01 20:00:00,2.152243287841852,514.7758831340028
2023-01-01 21:00:00,2.699795471374153,377.7700428840342
2023-01-01 22:00:00,3.4818648120951,319.1434911877356
2023-01-01 23:00:00,3.1481294246281797,331.4778542378136
2023-01-02 00:00:00,2.8276789932420003,351.4202168647697
2023-01-02 01:00:00,3.0608266201948915,314.96173796746984
2023-01-02 02:00:00,4.496454777419181,411.2156019486112
2023-01-02 03:00:00,4.450913196903201,401.5133597913096
2023-01-02 04:00:00,2.6988598746429737,391.1668209498122
2023-01-02 05:00:00,5.058032486396126,380.40355501548026
2023-01-02 06:00:00,2.050098899683523,478.9964633636107
2023-01-02 07:00:00,2.1296850038148025,535.2907146832562
2023-01-02 08:00:00,4.164833661517186,381.2702998315112
2023-01-02 09:00:00,2.2511755494505366,539.0961694625348
2023-01-02 10:00:00,2.470563173362128,481.5900907325192
2023-01-02 11:00:00,2.601245741066333,513.1332055466618
2023-01-02 12:00:00,2.2936139572200416,415.67220284444625
2023-01-02 13:00:00,2.5719982089369227,448.83430506122176
2023-01-02 14:00:00,2.222793482583171,505.4853161662619
2023-01-02 15:00:00,3.229656493404723,459.0924300146988
2023-01-02 16:00:00,3.8227760702147275,528.1737274677399
2023-01-02 17:00:00,2.7108659905809755,580.8412485724024
2023-01-02 18:00:00,3.5821789584003643,528.5216455640777
2023-01-02 19:00:00,2.0994405175864306,583.6748731809517
2023-01-02 20:00:00,3.9506831223908816,591.7929928514068
2023-01-02 21:00:00,3.74885775045488,543.7100053863163
2023-01-02 22:00:00,3.2771696845929696,427.01881943860167
2023-01-02 23:00:00,4.4655915953716185,404.80362486125665
2023-01-03 00:00:00,2.0056681003796597,322.9344380097437
2023-01-03 01:00:00,2.635823822198807,367.2156286376742
2023-01-03 02:00:00,2.1242892270159786,415.19885191365603
2023-01-03 03:00:00,2.0319696427627685,370.99502060468984
2023-01-03 04:00:00,4.1528325371113475,329.0342452748682
2023-01-03 05:00:00,2.7188515120694934,348.01114078465116
2023-01-03 06:00:00,2.054300540644529,428.1016465230436
2023-01-03 07:00:00,2.6771542090297635,448.8324447929017
2023-01-03 08:00:00,2.49078361250579,483.14362128945635
2023-01-03 09:00:00,3.8020996240124223,597.4823064747509
2023-01-03 10:00:00,3.531989182723091,401.0854462035519
2023-01-03 11:00:00,2.028159501431359,562.9616245689203
2023-01-03 12:00:00,3.2164443744360045,480.3574605079576
2023-01-03 13:00:00,3.195326935560301,518.6132698007935
2023-01-03 14:00:00,2.11336891529041,470.5786958425342
2023-01-03 15:00:00,2.848592260125938,555.6346105230756
2023-01-03 16:00:00,2.5311094152328435,526.5496826960332
2023-01-03 17:00:00,2.550370065413083,598.2640982146871
2023-01-03 18:00:00,2.1964642706518536,554.9172544500607
2023-01-03 19:00:00,2.692731424032482,408.4593641389231
2023-01-03 20:00:00,2.216424137189477,686.4313593750619
2023-01-03 21:00:00,2.345024436598957,565.1714895885211
2023-01-03 22:00:00,3.4727761879346293,425.31426690667405
2023-01-03 23:00:00,5.54939808350374,420.3542987816699
2023-01-04 00:00:00,2.47445701776374,349.51936632305046
2023-01-04 01:00:00,2.433325004888493,402.5202792547016
2023-01-04 02:00:00,3.0216416976462375,417.56423211528755
2023-01-04 03:00:00,2.8864507074017625,315.17665765262706
2023-01-04 04:00:00,2.356518658953195,397.979080954197
2023-01-04 05:00:00,3.457506502775054,334.4965154158852
2023-01-04 06:00:00,2.930836057737076,436.0314290607026
2023-01-04 07:00:00,2.666757704594196,483.6901895288135
2023-01-04 08:00:00,5.484421116234364,470.1942642877282
2023-01-04 09:00:00,2.4088403108652523,487.68540662796624
2023-01-04 10:00:00,2.5642111041242166,448.36818016981834
2023-01-04 11:00:00,2.343535177319247,572.7637953369116
2023-01-04 12:00:00,2.7355502360830672,431.7441557593858
2023-01-04 13:00:00,2.0911971180535587,589.86644319347
2023-01-04 14:00:00,3.7815310661630797,479.67310743278057
2023-01-04 15:00:00,2.2588553401764533,554.1634061188811
2023-01-04 16:00:00,2.980873148098526,412.6003888113819
2023-01-04 17:00:00,2.1785890665611305,578.6750292853385
2023-01-04 18:00:00,3.018877385310849,636.8590911519743
2023-01-04 19:00:00,2.107909854505913,619.9281954448534
2023-01-04 20:00:00,2.174000958100782,528.8425216204517
2023-01-04 21:00:00,2.0448018831911567,532.1622312879649
2023-01-04 22:00:00,2.8021030925656834,470.5294062913307
2023-01-04 23:00:00,2.937314213018619,395.46822175534675
2023-01-05 00:00:00,2.0538287584825827,331.0361842833805
2023-01-05 01:00:00,2.4181844987656147,345.77893508495504
2023-01-05 02:00:00,2.0775313543384253,377.7299336168799
2023-01-05 03:00:00,2.414298360269771,333.73741421247377
2023-01-05 04:00:00,2.537126391861247,400.0711957340931
2023-01-05 05:00:00,2.1943602759247556,358.308048609657
2023-01-05 06:00:00,2.011559110546676,542.0816686029152
2023-01-05 07:00:00,5.479673129025714,482.6354211941818
2023-01-05 08:00:00,2.529913520224921,386.28341124064514
2023-01-05 09:00:00,2.5257494005345444,417.23169120721616
2023-01-05 10:00:00,2.0434186503170237,495.1851671019837
2023-01-05 11:00:00,4.3113937818614225,559.1152950264549
2023-01-05 12:00:00,3.15681678597612,562.1784064742473
2023-01-05 13:00:00,7.80512386931731,462.2629795953043
2023-01-05 14:00:00,2.87870106699732,515.1638874353467
2023-01-05 15:00:00,3.928155610924386,515.1704175064446
2023-01-05 16:00:00,2.265431745467362,500.1858654668173
2023-01-05 17:00:00,2.1664235615157263,447.22606007678445
2023-01-05 18:00:00,2.1979312653313943,602.0088986619261
2023-01-05 19:00:00,4.291310274395691,562.7305947195944
2023-01-05 20:00:00,2.128171545832438,590.2327103169765
2023-01-05 21:00:00,2.7223731871807892,565.1793118078907
2023-01-05 22:00:00,3.8480597353424972,409.0924097380199
2023-01-05 23:00:00,2.3416220630735864,417.48465913156707
2023-01-06 00:00:00,4.9883518052909706,312.0870904884076
2023-01-06 01:00:00,3.2418664087479834,403.0308335023575
2023-01-06 02:00:00,3.271042582086161,314.5722010817609
2023-01-06 03:00:00,2.572678689501312,366.72332399875614
2023-01-06 04:00:00,2.091148810598782,380.69741982095866
2023-01-06 05:00:00,2.223029148594708,350.27564872677505
2023-01-06 06:00:00,2.231813860651444,492.49015043394746
2023-01-06 07:00:00,2.850301051475252,432.44550737201314
2023-01-06 08:00:00,2.3259245923920613,479.5870851016177
2023-01-06 09:00:00,2.738143901923395,430.487094987941
2023-01-06 10:00:00,3.5250111136911033,565.1145902814998
2023-01-06 11:00:00,3.4561579628304386,519.999068299094
2023-01-06 12:00:00,2.0420103084729417,505.9450181662338
2023-01-06 13:00:00,4.281862316647067,588.8613451705862
2023-01-06 14:00:00,6.371153744358147,568.7800402226203
2023-01-06 15:00:00,3.0530649139006343,457.0728480069397
2023-01-06 16:00:00,3.1336356707313775,489.5057505500981
2023-01-06 17:00:00,3.9039996556193444,564.5344293608388
2023-01-06 18:00:00,4.440695748845304,599.5840805070665
2023-01-06 19:00:00,7.238789230209389,492.00754886902183
2023-01-06 20:00:00,2.2595359357665443,571.4846624000323
2023-01-06 21:00:00,2.0126170935091463,589.2023318131294
2023-01-06 22:00:00,2.87214795553764,384.9297436111975
2023-01-06 23:00:00,2.351667944579119,475.1243112097493
2023-01-07 00:00:00,2.5456793794766135,252.18795836371075
2023-01-07 01:00:00,2.924860447601816,295.4398725983734
2023-01-07 02:00:00,2.643950531115545,333.9104258165847
2023-01-07 03:00:00,2.437907472086587,311.33709516855293
2023-01-07 04:00:00,2.251901008275506,316.270609675847
2023-01-07 05:00:00,2.383823758466699,232.24134480655687
2023-01-07 06:00:00,2.814417603004533,350.0069927427001
2023-01-07 07:00:00,4.1921708009599925,401.18911715844416
2023-01-07 08:00:00,3.2374708122713716,374.00759111305285
2023-01-07 09:00:00,2.038389142628055,490.92926147809686
2023-01-07 10:00:00,2.272442577102844,401.3190104625872
2023-01-07 11:00:00,7.143802118257204,365.31226530300336
