Timestamp,Wind_Speed_ms,Wind_Power_MW,Solar_Irradiance_Wm2,Solar_Power_MW,Total_Renewable_MW,Load_Demand_MW,Renewable_Penetration_%,Voltage_pu,Frequency_Hz,Harmonics_THD_%,Power_Factor
2023-01-01 00:00:00,6.993428306022466,12.313255234747901,0.0,9.56,21.8732552347479,488.3378208128099,4.479123734127564,0.9885332032156811,60.106377398378555,4.983346105663356,0.9365798578842099
2023-01-01 01:00:00,5.749651004152752,6.842691398713531,0.0,9.56,16.402691398713532,494.4128254955648,3.3176104164111484,0.994470204888265,59.90461109115867,3.394807467461085,0.9408577895849342
2023-01-01 02:00:00,7.347734295513235,14.281138480258846,0.0,9.56,23.84113848025885,412.36020123964016,5.781629363985043,1.0271716573923566,60.04532545012858,4.151040433932248,0.9388212555639167
2023-01-01 03:00:00,9.12459055773967,27.34907599141324,0.0,9.56,36.90907599141324,442.31230575366334,8.344573621690955,0.992916424889286,59.923812437102825,4.850529283313929,0.9369375333483466
2023-01-01 04:00:00,5.636391740660831,6.446233165850512,0.0,9.56,16.006233165850514,399.32450788588903,4.008327275125436,0.9771288108046899,60.03854697750335,3.2937931377555585,0.9411298209934769
2023-01-01 05:00:00,5.662584248197646,6.536519036644751,0.0,9.56,16.09651903664475,355.9979932546203,4.521519598884941,1.0108329137570118,59.84652126709049,4.9417083957354,0.9366919881622924
2023-01-01 06:00:00,9.315433499743614,29.10125445972968,0.0,9.56,38.66125445972968,354.3192409568501,10.911418289146186,1.0269328686286896,59.95468170243704,4.89495446879125,0.9368178964036142
2023-01-01 07:00:00,7.718015076910389,16.550814402717382,186.23618858566672,29.17998246749999,45.730796870217375,395.331491478657,11.56770908868672,0.9747757629629538,59.915378671471224,4.769143974116525,0.9371567038399016
2023-01-01 08:00:00,5.270320649362472,5.27003642568928,419.58970652184985,53.76377558207688,59.03381200776616,350.04376102302206,16.864694812796152,1.0394562150943618,60.088323257530895,3.4291130426600045,0.9407654047325134
2023-01-01 09:00:00,7.3204973743554635,14.122912498833884,687.8494787775446,82.02494258921433,96.14785508804822,328.23400277031254,29.292472527695235,1.0083035320464615,60.04622624644542,4.268110112021967,0.9385059871310001
