timestamp,frequency_hz,frequency_deviation_hz,control_area
2020-01-01 00:00:00,60.01341985986773,0.013419859867731343,NYISO
2020-01-01 00:10:00,60.03045586578391,0.03045586578390564,MISO
2020-01-01 00:20:00,59.99970491353131,-0.00029508646868654895,PJM
2020-01-01 00:30:00,60.00924843642249,0.009248436422485212,NYISO
2020-01-01 00:40:00,59.97648784429408,-0.023512155705922674,PJM
2020-01-01 00:50:00,59.981631717893194,-0.01836828210680351,NYISO
2020-01-01 01:00:00,60.001577848629495,0.0015778486294950665,PJM
2020-01-01 01:10:00,60.05139068985252,0.05139068985251799,ISONE
2020-01-01 01:20:00,59.99112505291058,-0.008874947089418524,MISO
2020-01-01 01:30:00,60.01096240517054,0.010962405170540703,ISONE
2020-01-01 01:40:00,60.0103106401319,0.010310640131894913,ISONE
2020-01-01 01:50:00,59.98433620532851,-0.01566379467148681,MISO
2020-01-01 02:00:00,59.912861757413225,-0.08713824258677584,PJM
2020-01-01 02:10:00,60.05393154935082,0.053931549350819064,NYISO
2020-01-01 02:20:00,59.9830168758136,-0.016983124186400383,MISO
2020-01-01 02:30:00,60.03227173450802,0.03227173450802261,PJM
2020-01-01 02:40:00,59.99608543118646,-0.003914568813542608,MISO
2020-01-01 02:50:00,60.01411491861138,0.014114918611372944,MISO
2020-01-01 03:00:00,59.98499543848617,-0.015004561513829071,IESO
2020-01-01 03:10:00,59.97321842464397,-0.026781575356034613,IESO
2020-01-01 03:20:00,60.02209906808339,0.02209906808339019,MISO
2020-01-01 03:30:00,59.99451359833017,-0.005486401669826296,PJM
2020-01-01 03:40:00,60.04620990858143,0.04620990858142967,PJM
2020-01-01 03:50:00,59.94215258119018,-0.05784741880982061,IESO
2020-01-01 04:00:00,59.98003592600791,-0.019964073992089753,MISO
2020-01-01 04:10:00,59.98302297753048,-0.016977022469521662,ISONE
2020-01-01 04:20:00,59.98388065202774,-0.016119347972255674,PJM
2020-01-01 04:30:00,59.985164376535195,-0.014835623464805353,IESO
2020-01-01 04:40:00,59.92658938505213,-0.07341061494786638,MISO
2020-01-01 04:50:00,59.97833683502939,-0.021663164970610212,PJM
2020-01-01 05:00:00,59.922146063829416,-0.07785393617058525,MISO
2020-01-01 05:10:00,59.89742965212191,-0.10257034787809358,NYISO
2020-01-01 05:20:00,59.97589617179733,-0.024103828202671148,MISO
2020-01-01 05:30:00,59.9099425181021,-0.0900574818978999,IESO
2020-01-01 05:40:00,59.95302164309325,-0.04697835690674938,MISO
2020-01-01 05:50:00,60.054845371369545,0.05484537136954723,MISO
2020-01-01 06:00:00,60.02501940435473,0.02501940435472685,NYISO
2020-01-01 06:10:00,59.97464742840163,-0.025352571598366177,MISO
2020-01-01 06:20:00,60.02101123769716,0.021011237697158406,ISONE
2020-01-01 06:30:00,59.98826342706344,-0.011736572936560769,PJM
2020-01-01 06:40:00,60.07891101196532,0.07891101196532013,ISONE
2020-01-01 06:50:00,60.032679144074024,0.03267914407402627,PJM
2020-01-01 07:00:00,60.01614768074154,0.016147680741537267,PJM
2020-01-01 07:10:00,59.99055827900648,-0.009441720993519958,ISONE
2020-01-01 07:20:00,59.96054129256911,-0.03945870743088937,NYISO
2020-01-01 07:30:00,60.00195332591828,0.0019533259182758713,MISO
